renderer	mesh	meshPath	meshGuid	material	shader	materialGuid	triangles	distance
Editable Voxel Planet/Voxel Chunk (-1, 1, -3)	Base (-1, 1, -3)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		902	50.38
Editable Voxel Planet/Voxel Chunk (0, 1, -3)	Base (0, 1, -3)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		872	50.66
Editable Voxel Planet/Voxel Chunk (1, 1, -3)	Base (1, 1, -3)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2168	53.72
Editable Voxel Planet/Voxel Chunk (2, 1, -3)	Base (2, 1, -3)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		940	59.27
Editable Voxel Planet/Voxel Chunk (-3, 2, -3)	Base (-3, 2, -3)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2	49.19
Editable Voxel Planet/Voxel Chunk (-2, 2, -3)	Base (-2, 2, -3)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		934	44.45
Editable Voxel Planet/Voxel Chunk (-1, 2, -3)	Base (-1, 2, -3)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1776	38.25
Editable Voxel Planet/Voxel Chunk (0, 2, -3)	Base (0, 2, -3)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1822	38.08
Editable Voxel Planet/Voxel Chunk (1, 2, -3)	Base (1, 2, -3)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		936	43.91
Editable Voxel Planet/Voxel Chunk (2, 2, -3)	Base (2, 2, -3)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		0	60.57
Editable Voxel Planet/Voxel Chunk (-2, -4, -2)	Base (-2, -4, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		270	111.41
Editable Voxel Planet/Voxel Chunk (-1, -4, -2)	Base (-1, -4, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1916	111.52
Editable Voxel Planet/Voxel Chunk (0, -4, -2)	Base (0, -4, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1614	111.41
Editable Voxel Planet/Voxel Chunk (1, -4, -2)	Base (1, -4, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		188	111.40
Editable Voxel Planet/Voxel Chunk (-3, -3, -2)	Base (-3, -3, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1894	105.36
Editable Voxel Planet/Voxel Chunk (-2, -3, -2)	Base (-2, -3, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		4092	104.24
Editable Voxel Planet/Voxel Chunk (-1, -3, -2)	Base (-1, -3, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1504	107.02
Editable Voxel Planet/Voxel Chunk (0, -3, -2)	Base (0, -3, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1328	107.12
Editable Voxel Planet/Voxel Chunk (1, -3, -2)	Base (1, -3, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2486	104.05
Editable Voxel Planet/Voxel Chunk (2, -3, -2)	Base (2, -3, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		930	104.64
Editable Voxel Planet/Voxel Chunk (-4, -2, -2)	Base (-4, -2, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		278	94.01
Editable Voxel Planet/Voxel Chunk (-3, -2, -2)	Base (-3, -2, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		4084	94.64
Editable Voxel Planet/Voxel Chunk (-2, -2, -2)	Base (-2, -2, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		6	100.16
Editable Voxel Planet/Voxel Chunk (1, -2, -2)	Base (1, -2, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		10	99.54
Editable Voxel Planet/Voxel Chunk (2, -2, -2)	Base (2, -2, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2136	94.29
Editable Voxel Planet/Voxel Chunk (3, -2, -2)	Base (3, -2, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		122	93.13
Editable Voxel Planet/Voxel Chunk (-4, -1, -2)	Base (-4, -1, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1912	86.11
Editable Voxel Planet/Voxel Chunk (-3, -1, -2)	Base (-3, -1, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1568	83.95
Editable Voxel Planet/Voxel Chunk (2, -1, -2)	Base (2, -1, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		932	83.46
Editable Voxel Planet/Voxel Chunk (3, -1, -2)	Base (3, -1, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1120	85.50
Editable Voxel Planet/Voxel Chunk (-4, 0, -2)	Base (-4, 0, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1580	74.12
Editable Voxel Planet/Voxel Chunk (-3, 0, -2)	Base (-3, 0, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1256	71.53
Editable Voxel Planet/Voxel Chunk (2, 0, -2)	Base (2, 0, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		888	71.16
Editable Voxel Planet/Voxel Chunk (3, 0, -2)	Base (3, 0, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1330	73.41
Editable Voxel Planet/Voxel Chunk (-4, 1, -2)	Base (-4, 1, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		182	65.31
Editable Voxel Planet/Voxel Chunk (-3, 1, -2)	Base (-3, 1, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2536	56.52
Editable Voxel Planet/Voxel Chunk (-2, 1, -2)	Base (-2, 1, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		0	60.57
Editable Voxel Planet/Voxel Chunk (1, 1, -2)	Base (1, 1, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2	48.43
Editable Voxel Planet/Voxel Chunk (2, 1, -2)	Base (2, 1, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2532	55.90
Editable Voxel Planet/Voxel Chunk (3, 1, -2)	Base (3, 1, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		188	64.87
Editable Voxel Planet/Voxel Chunk (-3, 2, -2)	Base (-3, 2, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		960	46.86
Editable Voxel Planet/Voxel Chunk (-2, 2, -2)	Base (-2, 2, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2058	35.45
Editable Voxel Planet/Voxel Chunk (-1, 2, -2)	Base (-1, 2, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		838	26.04
Editable Voxel Planet/Voxel Chunk (0, 2, -2)	Base (0, 2, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		944	25.48
Editable Voxel Planet/Voxel Chunk (1, 2, -2)	Base (1, 2, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2514	34.89
Editable Voxel Planet/Voxel Chunk (2, 2, -2)	Base (2, 2, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1250	45.92
Editable Voxel Planet/Voxel Chunk (-2, 3, -2)	Base (-2, 3, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		194	25.24
Editable Voxel Planet/Voxel Chunk (-1, 3, -2)	Base (-1, 3, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1224	18.50
Editable Voxel Planet/Voxel Chunk (0, 3, -2)	Base (0, 3, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1274	18.17
Editable Voxel Planet/Voxel Chunk (1, 3, -2)	Base (1, 3, -2)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		198	24.13
Editable Voxel Planet/Voxel Chunk (-2, -4, -1)	Base (-2, -4, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1840	112.55
Editable Voxel Planet/Voxel Chunk (-1, -4, -1)	Base (-1, -4, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2656	113.11
Editable Voxel Planet/Voxel Chunk (0, -4, -1)	Base (0, -4, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2306	113.21
Editable Voxel Planet/Voxel Chunk (1, -4, -1)	Base (1, -4, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1266	112.30
Editable Voxel Planet/Voxel Chunk (-3, -3, -1)	Base (-3, -3, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		3328	105.73
Editable Voxel Planet/Voxel Chunk (-2, -3, -1)	Base (-2, -3, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1528	108.68
Editable Voxel Planet/Voxel Chunk (1, -3, -1)	Base (1, -3, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		958	108.09
Editable Voxel Planet/Voxel Chunk (2, -3, -1)	Base (2, -3, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1756	105.74
Editable Voxel Planet/Voxel Chunk (-4, -2, -1)	Base (-4, -2, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1864	95.99
Editable Voxel Planet/Voxel Chunk (-3, -2, -1)	Base (-3, -2, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1496	98.30
Editable Voxel Planet/Voxel Chunk (2, -2, -1)	Base (2, -2, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		892	97.48
Editable Voxel Planet/Voxel Chunk (3, -2, -1)	Base (3, -2, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1160	95.65
Editable Voxel Planet/Voxel Chunk (-4, -1, -1)	Base (-4, -1, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2632	86.23
Editable Voxel Planet/Voxel Chunk (3, -1, -1)	Base (3, -1, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2052	85.72
Editable Voxel Planet/Voxel Chunk (-4, 0, -1)	Base (-4, 0, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2272	74.29
Editable Voxel Planet/Voxel Chunk (3, 0, -1)	Base (3, 0, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		2248	73.72
Editable Voxel Planet/Voxel Chunk (-4, 1, -1)	Base (-4, 1, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1324	63.77
Editable Voxel Planet/Voxel Chunk (-3, 1, -1)	Base (-3, 1, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		900	56.28
Editable Voxel Planet/Voxel Chunk (2, 1, -1)	Base (2, 1, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1256	55.48
Editable Voxel Planet/Voxel Chunk (3, 1, -1)	Base (3, 1, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1582	63.02
Editable Voxel Planet/Voxel Chunk (-3, 2, -1)	Base (-3, 2, -1)	Assets/Elemental/Content/StartupCaches/EarthCoreSlicePlanetBase_a3565256c82028c4ece51550448b8615.asset	29e8e5d97a35c394d889d28a7ac208d5	RumbleGround (Planet Runtime)	Elemental/Graphics V5/Rumble Rock Lit		1788	44.29
